expense_id,incurred_on,department,category,amount,description
1122,2023-08-29,Support,cloud,2127.81,laptop
1123,2024-02-05,Sales,office,70.61,client dinner
1124,2024-11-17,Product,recruiting,2183.97,cloud overage
1125,2024-01-13,Finance,software,2400.06,conference travel
1126,2024-02-23,Engineering,office,3417.23,client dinner
1127,2024-04-05,Support,office,3330.12,laptop
1128,2024-09-08,People,travel,3380.23,job board
1129,2024-02-16,Sales,office,1485.44,laptop
1130,2024-08-29,Operations,office,1768.96,laptop
1131,2024-10-08,Support,recruiting,1912.45,team offsite
1132,2024-02-03,Support,software,1584.82,cloud overage
1133,2024-10-16,Marketing,events,2233.31,training course
1134,2024-12-10,Engineering,office,3113.09,team offsite
1135,2023-10-04,Operations,training,1717.48,conference travel
1136,2023-07-25,Sales,software,3928.05,job board
1137,2023-10-05,People,recruiting,2998.38,team offsite
1138,2024-01-25,Finance,software,454.04,cloud overage
1139,2023-09-21,Support,cloud,1078.5,client dinner
1140,2024-02-25,People,recruiting,267.19,client dinner
1141,2023-08-15,Marketing,events,2789.51,training course
1142,2023-08-31,Engineering,software,1316.68,team offsite
1143,2023-11-09,Finance,training,1296.98,laptop
1144,2023-08-22,Finance,recruiting,390.85,client dinner
1145,2024-02-22,Sales,office,51.31,laptop
1146,2024-10-04,People,recruiting,431.24,training course
1147,2023-08-14,People,training,196.1,conference travel
1148,2023-09-13,Support,recruiting,3624.82,training course
1149,2024-05-23,Product,cloud,62.14,conference travel
1150,2023-10-01,People,office,3153.22,team offsite
1151,2023-08-22,Marketing,office,1456.49,team offsite
1152,2024-12-17,Finance,recruiting,28.31,conference travel
1153,2023-10-26,Support,events,713.72,job board
1154,2024-08-02,Product,travel,661.47,client dinner
1155,2024-09-07,Product,travel,1101.72,job board
1156,2024-12-06,Operations,training,3987.5,team offsite
1157,2024-04-16,Support,software,366.1,client dinner
1158,2024-01-13,Product,software,690.79,job board
1159,2024-03-08,Product,office,1705.92,client dinner
1160,2024-05-11,Sales,recruiting,3980.17,team offsite
1161,2024-11-18,People,recruiting,2843.63,job board
1162,2024-10-21,Engineering,events,2623.21,client dinner
1163,2023-09-14,People,recruiting,3339.09,training course
1164,2024-05-22,Marketing,recruiting,1811.62,conference travel
1165,2024-05-13,Engineering,events,3133.16,team offsite
1166,2023-10-07,Operations,cloud,1663.91,job board
1167,2024-01-30,Marketing,software,561.5,team offsite
1168,2023-10-21,Engineering,recruiting,3364.64,laptop
1169,2024-11-13,Operations,cloud,174.16,team offsite
1170,2023-11-29,Engineering,recruiting,1746.67,job board
1171,2024-02-19,Support,events,1098.66,client dinner
1172,2024-07-28,People,software,784.99,conference travel
1173,2023-10-22,Marketing,recruiting,2711.03,training course
1174,2024-05-06,Engineering,recruiting,2958.55,laptop
1175,2024-11-26,Marketing,training,1045.6,cloud overage
1176,2023-12-21,Engineering,recruiting,1556.93,conference travel
1177,2023-12-03,Finance,office,665.99,team offsite
1178,2023-09-10,Engineering,training,2996.64,training course
1179,2024-07-07,Finance,office,519.37,cloud overage
1180,2024-05-03,Engineering,travel,819.75,client dinner
1181,2024-07-06,Sales,office,2667.44,training course
1182,2023-09-23,Operations,recruiting,3363.4,cloud overage
1183,2024-10-12,Product,events,256.35,cloud overage
1184,2024-10-19,Marketing,software,1454.63,client dinner
1185,2023-12-04,Marketing,travel,2920.87,client dinner
1186,2024-01-24,Finance,office,3645.53,client dinner
1187,2024-08-19,Support,training,1997.55,client dinner
1188,2024-06-07,People,training,209.71,client dinner
1189,2023-08-10,Operations,office,2452.45,team offsite
1190,2024-06-22,Operations,office,2598.58,laptop
1191,2024-02-22,Product,software,3773.28,training course
1192,2024-03-26,Product,recruiting,1275.94,team offsite
1193,2024-12-04,Engineering,recruiting,2390.28,laptop
1194,2024-11-11,Marketing,events,3961.06,job board
1195,2024-04-05,People,recruiting,1777.69,client dinner
1196,2024-03-28,Product,training,106.17,job board
1197,2023-08-22,Support,training,2335.01,cloud overage
1198,2024-03-19,Finance,cloud,1240.61,laptop
1199,2024-07-31,Operations,recruiting,1130.47,cloud overage
1200,2023-09-10,Marketing,cloud,1929.47,conference travel
1201,2023-09-23,People,recruiting,3081.99,client dinner
1202,2023-11-20,Operations,events,1191.65,client dinner
1203,2023-09-16,Support,software,1983.63,laptop
1204,2024-05-10,Product,office,3606.68,training course
1205,2024-05-22,Sales,travel,2875.01,team offsite
1206,2023-10-13,Marketing,events,686.18,conference travel
1207,2024-08-23,People,training,790.63,job board
1208,2023-10-22,People,office,2740.85,team offsite
1209,2024-05-03,Operations,travel,25.93,laptop
1210,2024-06-29,Product,travel,482.96,team offsite
1211,2024-01-02,Product,events,36.87,team offsite
1212,2023-10-12,Support,travel,1255.14,conference travel
1213,2024-01-24,Marketing,events,2218.8,training course
1214,2024-11-28,Engineering,training,916.19,job board
1215,2024-08-31,Product,recruiting,51.44,client dinner
1216,2024-06-21,Engineering,events,3087.09,conference travel
1217,2023-11-15,Support,recruiting,1285.19,conference travel
1218,2024-05-18,People,training,275.32,conference travel
1219,2024-01-11,Support,software,2159.56,laptop
1220,2024-11-02,Engineering,events,806.19,cloud overage
1221,2024-05-10,Marketing,training,2135.56,training course
1222,2024-09-06,Finance,training,3625.04,team offsite
1223,2023-08-16,Sales,software,237.31,client dinner
1224,2024-10-20,People,events,3581.78,job board
1225,2024-09-28,Product,software,3592.32,conference travel
1226,2023-07-21,Sales,cloud,1300.59,training course
1227,2024-03-22,Finance,software,3994.75,cloud overage
1228,2024-07-07,Sales,training,1729.43,cloud overage
1229,2024-08-29,Sales,events,1890.04,job board
1230,2024-02-02,Marketing,events,3483.63,client dinner
1231,2023-09-26,People,travel,1668.04,conference travel
1232,2023-10-24,Product,training,3633.11,cloud overage
1233,2024-06-19,Support,recruiting,783.64,training course
1234,2024-09-21,Support,training,596.74,laptop
1235,2024-05-15,Finance,office,1307.82,conference travel
1236,2024-07-04,Engineering,events,1632.36,conference travel
1237,2023-08-26,Sales,training,3781.2,conference travel
1238,2024-02-19,People,office,1119.46,team offsite
1239,2024-04-30,Engineering,recruiting,2937.26,training course
1240,2024-03-17,Finance,cloud,233.71,job board
1241,2024-03-07,Sales,office,229.29,conference travel
1242,2024-03-23,Product,training,1655.34,cloud overage
1243,2024-04-05,Sales,recruiting,2980.54,training course
1244,2024-04-16,Operations,events,1795.67,laptop
1245,2024-10-11,Product,recruiting,1834.63,team offsite
1246,2024-07-11,Engineering,software,417.76,job board
1247,2024-03-12,Engineering,office,3150.51,conference travel
1248,2024-01-24,Finance,events,623.31,training course
1249,2024-05-08,Sales,software,64.15,team offsite
1250,2023-08-03,Product,travel,987.19,training course
1251,2024-10-17,Support,travel,172.03,job board
1252,2024-03-19,People,recruiting,1006.91,cloud overage
1253,2023-07-15,People,travel,2435.04,client dinner
1254,2024-02-03,Marketing,recruiting,1045.79,training course
1255,2024-09-13,Marketing,events,3253.17,training course
1256,2023-10-17,Product,cloud,3430.47,team offsite
1257,2023-08-26,Sales,office,2345.37,laptop
1258,2023-12-18,Operations,recruiting,1396.48,training course
1259,2023-07-14,Finance,training,2721.03,job board
1260,2024-08-30,Product,travel,2586.79,team offsite
1261,2024-11-10,Marketing,recruiting,1386.21,client dinner
1262,2024-01-28,Product,events,3117.02,laptop
1263,2023-12-22,Finance,training,2530.27,laptop
1264,2024-02-19,Operations,cloud,2868.93,conference travel
1265,2023-08-08,Sales,cloud,1647.04,cloud overage
1266,2023-08-12,People,software,182.13,laptop
1267,2024-06-28,Operations,travel,1540.05,training course
1268,2024-09-10,Support,cloud,3010.55,team offsite
1269,2024-07-23,Engineering,office,1082.46,client dinner
1270,2024-10-23,Sales,office,2207.99,laptop
1271,2023-07-27,People,software,514.35,team offsite
1272,2023-10-17,Engineering,office,1136.44,cloud overage
1273,2023-10-19,Marketing,recruiting,2551.55,client dinner
1274,2024-10-19,Sales,office,2605.02,team offsite
1275,2024-10-21,Marketing,events,2693.98,cloud overage
1276,2023-08-28,Marketing,office,2492.31,conference travel
1277,2023-08-26,Sales,recruiting,3849.33,conference travel
1278,2024-12-30,Marketing,software,3269.27,cloud overage
1279,2023-08-24,People,office,871.37,team offsite
1280,2024-07-01,Marketing,training,641.4,training course
1281,2024-07-20,Finance,cloud,2981.05,job board
1282,2024-11-16,Product,training,2718.21,training course
1283,2023-09-25,Product,cloud,2223.24,laptop
1284,2024-03-08,Finance,software,139.37,job board
1285,2023-08-26,Finance,cloud,183.58,client dinner
1286,2024-02-09,Finance,office,2186.16,client dinner
1287,2024-10-14,Support,recruiting,1848.75,conference travel
1288,2023-12-21,Support,office,2346.55,cloud overage
1289,2024-02-29,Engineering,office,2938.02,cloud overage
1290,2023-11-02,Marketing,events,382.37,cloud overage
1291,2024-10-06,Engineering,travel,3765.29,conference travel
1292,2024-08-09,Sales,recruiting,149.41,client dinner
1293,2023-09-14,Engineering,travel,2061.05,job board
1294,2024-05-29,Finance,recruiting,401.26,client dinner
1295,2024-10-01,Product,software,2994.43,conference travel
1296,2023-09-13,Sales,recruiting,1818.29,conference travel
1297,2024-09-29,Support,software,1907.05,team offsite
1298,2023-09-10,People,software,1224.94,team offsite
1299,2023-12-18,Product,training,1631.67,job board
1300,2024-05-14,Engineering,office,2240.97,training course
1301,2024-08-08,Sales,recruiting,3872.14,cloud overage
1302,2024-05-24,Finance,cloud,67.46,job board
1303,2024-07-23,Marketing,office,2523.15,training course
1304,2024-04-25,Engineering,travel,2195.22,client dinner
1305,2024-02-25,People,events,3412.89,training course
1306,2023-07-19,Finance,cloud,3941.52,client dinner
1307,2024-09-29,People,cloud,2229.26,team offsite
1308,2024-03-14,Operations,cloud,2960.06,training course
1309,2024-01-31,Finance,travel,3766.0,training course
1310,2023-10-15,Marketing,cloud,1259.68,training course
1311,2023-09-20,Engineering,training,417.82,training course
1312,2023-11-19,Finance,software,3486.85,team offsite
1313,2024-12-02,Product,office,3381.43,training course
1314,2023-08-14,Support,events,1801.53,client dinner
1315,2024-03-02,Finance,events,1567.18,client dinner
1316,2024-06-14,Support,recruiting,1757.61,cloud overage
1317,2023-09-19,Product,office,2365.31,cloud overage
1318,2023-11-30,Engineering,cloud,1890.27,cloud overage
1319,2023-11-08,Engineering,software,2348.17,laptop
1320,2024-03-29,Product,recruiting,703.99,laptop
1321,2024-12-07,Operations,events,1231.67,cloud overage
1322,2024-10-07,Marketing,travel,1788.42,cloud overage
1323,2024-07-09,Sales,travel,3009.13,client dinner
1324,2024-05-22,Support,travel,2648.17,team offsite
1325,2023-10-25,Finance,software,2759.69,conference travel
1326,2024-03-22,Sales,cloud,998.0,team offsite
1327,2023-08-14,Finance,software,3242.97,cloud overage
1328,2024-04-17,Sales,recruiting,3332.62,cloud overage
1329,2024-04-05,Product,cloud,3384.13,training course
1330,2024-11-29,Operations,travel,3128.74,job board
1331,2024-04-05,Support,software,2807.53,job board
1332,2024-04-18,Finance,travel,1762.84,cloud overage
1333,2023-11-14,People,office,3239.01,client dinner
1334,2024-10-28,Operations,cloud,982.86,job board
1335,2023-11-06,Sales,recruiting,1959.77,cloud overage
1336,2023-09-17,Operations,office,2373.99,conference travel
1337,2024-10-10,Product,training,1388.04,cloud overage
1338,2024-09-29,Operations,travel,3214.84,conference travel
1339,2024-03-17,Support,recruiting,2892.9,team offsite
1340,2023-11-19,Sales,recruiting,430.9,job board
1341,2023-08-29,Product,cloud,642.96,laptop
1342,2023-10-30,Sales,events,2423.61,laptop
1343,2024-10-15,Engineering,cloud,1866.3,team offsite
1344,2024-02-14,Product,events,3363.69,cloud overage
1345,2023-07-24,Support,travel,1533.5,cloud overage
1346,2023-12-04,Product,events,1888.96,team offsite
1347,2023-09-19,Operations,events,1805.92,team offsite
1348,2024-07-21,Product,recruiting,1636.78,training course
1349,2023-12-11,Operations,software,2768.04,training course
1350,2024-09-07,Operations,cloud,3026.55,training course
1351,2023-09-30,People,events,396.4,job board
1352,2024-01-13,Operations,training,173.52,cloud overage
1353,2023-12-21,Product,events,2050.34,training course
1354,2023-07-14,Marketing,cloud,2440.69,laptop
1355,2024-05-11,Operations,recruiting,332.99,client dinner
1356,2023-08-25,Product,training,2023.18,training course
1357,2024-11-20,Engineering,travel,498.35,training course
1358,2023-07-20,Finance,office,1952.05,job board
1359,2024-02-11,Product,software,2844.1,job board
1360,2024-01-08,Finance,events,1914.06,job board
1361,2024-01-30,Product,recruiting,3908.09,client dinner
1362,2023-08-09,Engineering,recruiting,3772.0,laptop
1363,2024-12-25,Sales,cloud,1551.69,cloud overage
1364,2024-04-05,Sales,office,1579.13,team offsite
1365,2023-10-03,Finance,recruiting,2827.62,job board
1366,2024-02-22,Support,training,1308.05,laptop
1367,2024-09-05,Support,cloud,2179.29,team offsite
1368,2024-11-09,Marketing,training,2524.07,team offsite
1369,2024-05-13,Support,training,1466.33,cloud overage
1370,2024-09-09,Marketing,software,1558.61,client dinner
1371,2024-09-12,People,training,3292.04,conference travel
1372,2024-06-01,Operations,software,348.22,team offsite
1373,2024-04-05,Engineering,cloud,1567.69,laptop
1374,2024-09-03,Operations,office,1183.12,cloud overage
1375,2023-10-22,Engineering,office,2624.92,training course
1376,2024-09-15,Marketing,cloud,448.61,team offsite
1377,2024-09-11,Marketing,cloud,1145.24,client dinner
1378,2024-03-12,Engineering,travel,3557.02,team offsite
1379,2023-07-08,Product,cloud,3112.31,laptop
1380,2024-08-14,Marketing,office,1710.85,conference travel
1381,2024-12-18,Product,recruiting,1467.71,cloud overage
1382,2024-08-13,Sales,office,138.82,conference travel
1383,2023-10-17,Sales,cloud,573.71,cloud overage
1384,2023-11-30,Operations,cloud,2970.27,client dinner
1385,2023-10-14,Sales,events,565.25,team offsite
1386,2024-02-27,Marketing,training,3468.95,conference travel
1387,2024-07-02,Finance,office,2569.56,laptop
1388,2024-08-23,Support,training,159.76,laptop
1389,2024-04-11,Marketing,cloud,1945.44,cloud overage
1390,2024-09-03,Engineering,events,2260.66,client dinner
1391,2024-03-08,Sales,travel,1075.27,conference travel
1392,2024-11-25,Support,office,1232.02,cloud overage
1393,2024-10-02,Engineering,travel,3793.59,job board
1394,2024-12-23,Marketing,training,878.61,team offsite
1395,2024-10-03,Sales,office,3417.01,conference travel
1396,2024-05-02,Marketing,recruiting,1786.09,job board
1397,2024-04-21,Product,cloud,1419.76,training course
1398,2024-03-05,Marketing,training,3546.1,client dinner
1399,2024-05-12,Marketing,training,3597.24,client dinner
1400,2023-11-11,People,recruiting,1797.35,training course
1401,2024-11-14,Sales,travel,1183.25,cloud overage
1402,2024-02-18,Product,software,1407.5,team offsite
1403,2023-08-26,Finance,training,3391.13,cloud overage
1404,2024-02-22,Support,office,435.9,client dinner
1405,2024-08-11,Support,cloud,2575.24,client dinner
1406,2024-04-04,Finance,travel,1628.34,laptop
1407,2023-10-11,Operations,training,596.99,laptop
1408,2024-12-23,Engineering,cloud,1937.31,laptop
1409,2024-01-29,Marketing,training,794.0,job board
1410,2024-05-17,Support,office,2994.92,training course
1411,2024-01-14,Product,software,1158.87,job board
1412,2023-09-01,Finance,travel,1475.13,job board
1413,2024-12-25,Finance,office,3273.55,laptop
1414,2024-11-02,Marketing,recruiting,1570.65,job board
1415,2023-07-06,People,office,1397.36,client dinner
1416,2024-03-10,Marketing,events,3719.98,conference travel
1417,2024-03-03,Product,training,3087.7,training course
1418,2024-04-12,Operations,software,790.98,conference travel
1419,2023-07-27,Finance,events,3079.54,conference travel
1420,2023-07-11,Product,events,2434.44,team offsite
1421,2023-11-10,Support,training,1666.66,job board
1422,2023-07-08,People,events,864.37,job board
1423,2023-10-13,Operations,cloud,3910.39,job board
1424,2023-08-29,Sales,travel,3870.72,laptop
1425,2024-11-01,Operations,training,664.38,job board
1426,2024-07-25,Operations,office,769.83,laptop
1427,2024-06-09,Operations,software,1802.92,job board
1428,2024-05-24,Support,recruiting,1661.53,conference travel
1429,2024-12-06,Product,training,3952.03,job board
1430,2023-10-30,Support,software,697.01,client dinner
1431,2024-11-27,Finance,travel,979.27,laptop
1432,2024-12-24,Sales,cloud,934.57,job board
1433,2024-12-24,Support,training,2547.4,conference travel
1434,2024-10-26,Support,cloud,2555.52,cloud overage
1435,2023-11-27,People,recruiting,3341.3,conference travel
1436,2024-07-12,Operations,software,277.59,laptop
1437,2024-03-09,Support,training,1035.59,conference travel
1438,2024-05-16,Support,events,2485.05,cloud overage
1439,2024-10-25,Product,software,505.21,team offsite
1440,2023-07-08,Operations,training,154.31,job board
1441,2023-10-28,People,events,1451.07,training course
1442,2023-10-16,Marketing,cloud,3275.77,client dinner
1443,2024-02-10,Product,office,2607.3,team offsite
1444,2024-03-28,Support,office,878.23,training course
1445,2023-12-04,Operations,office,1154.31,job board
1446,2024-09-28,Operations,recruiting,1680.35,cloud overage
1447,2024-11-21,Product,events,3216.01,team offsite
1448,2023-08-27,Operations,travel,1803.68,training course
1449,2023-07-03,Product,recruiting,164.32,client dinner
1450,2023-09-08,Support,cloud,420.46,training course
1451,2024-07-18,Marketing,recruiting,2509.34,cloud overage
1452,2023-12-03,Engineering,training,2610.41,job board
1453,2024-01-29,Engineering,training,477.13,laptop
1454,2024-08-27,Operations,training,1484.72,laptop
1455,2023-11-18,Sales,training,3038.86,job board
1456,2024-12-22,Support,travel,689.27,team offsite
1457,2023-10-23,Operations,software,1873.62,training course
1458,2024-03-24,Operations,recruiting,2373.52,training course
1459,2024-04-18,Engineering,cloud,1016.05,team offsite
1460,2024-04-20,Engineering,events,2877.13,training course
1461,2023-08-02,Finance,events,615.91,conference travel
1462,2023-12-28,People,software,2397.59,job board
1463,2024-11-01,Product,recruiting,2939.7,laptop
1464,2024-07-31,Product,travel,2580.24,laptop
1465,2024-11-16,Engineering,recruiting,2225.73,team offsite
1466,2024-05-29,Sales,travel,2648.89,job board
1467,2023-08-02,People,office,2270.72,training course
1468,2024-09-11,Operations,recruiting,48.01,conference travel
1469,2024-12-20,Finance,software,1274.15,laptop
1470,2024-01-16,Sales,recruiting,3524.2,job board
1471,2023-12-07,Engineering,recruiting,537.1,client dinner
1472,2024-01-28,Marketing,travel,1043.81,laptop
1473,2024-04-03,Engineering,training,913.11,client dinner
1474,2024-11-19,Sales,training,2050.88,training course
1475,2024-12-06,Operations,travel,144.35,training course
1476,2024-06-01,Engineering,software,791.6,cloud overage
1477,2024-02-13,Support,cloud,136.49,laptop
1478,2024-04-08,Product,software,1089.16,training course
1479,2024-10-16,People,events,2465.91,training course
1480,2024-05-13,Sales,events,1080.93,client dinner
1481,2024-09-06,Sales,training,968.69,job board
1482,2024-07-23,Support,training,2996.73,cloud overage
1483,2023-10-01,Finance,cloud,2450.62,client dinner
1484,2024-12-02,Finance,events,3560.99,cloud overage
1485,2023-11-17,Sales,cloud,1328.35,client dinner
1486,2024-09-14,People,training,218.06,job board
1487,2023-10-25,Marketing,events,1528.53,conference travel
1488,2023-10-07,Product,software,1924.74,team offsite
1489,2023-10-26,Marketing,software,1024.28,client dinner
1490,2024-01-29,Product,cloud,564.82,team offsite
1491,2023-07-15,People,cloud,2401.82,client dinner
1492,2023-09-21,Sales,events,3458.99,conference travel
1493,2023-12-09,Product,recruiting,2063.31,job board
1494,2023-10-05,Marketing,cloud,1796.7,training course
1495,2023-08-05,Engineering,recruiting,2845.77,client dinner
1496,2024-09-02,Support,travel,1463.86,laptop
1497,2024-06-12,Sales,travel,3484.61,client dinner
1498,2024-09-16,Marketing,travel,464.55,cloud overage
1499,2024-12-18,Support,training,3886.02,laptop
1500,2024-04-25,Product,training,1264.88,team offsite
1501,2024-01-03,People,software,3820.47,job board
1502,2024-06-27,Marketing,office,1724.45,job board
1503,2024-03-08,People,software,1562.02,laptop
1504,2024-04-11,Marketing,software,2622.49,job board
1505,2023-08-25,People,software,3408.73,conference travel
1506,2024-05-09,Sales,events,1388.95,conference travel
1507,2024-01-01,Support,travel,221.09,cloud overage
1508,2024-10-25,Support,events,215.79,training course
1509,2024-10-02,Product,training,2524.96,laptop
1510,2024-11-29,Marketing,travel,2051.11,conference travel
1511,2024-12-18,Marketing,software,1224.34,client dinner
1512,2024-10-27,Finance,training,1448.26,laptop
1513,2024-01-24,Product,travel,23.15,team offsite
1514,2024-09-21,Operations,travel,604.65,training course
1515,2023-09-22,Product,software,1831.92,job board
1516,2024-08-05,Product,events,605.17,laptop
1517,2024-12-30,Marketing,software,2277.46,training course
1518,2024-09-08,Sales,travel,734.63,conference travel
1519,2023-10-20,People,recruiting,3874.42,training course
1520,2024-05-10,People,software,882.21,laptop
1521,2024-07-02,Product,office,2998.72,job board
1522,2024-04-26,Support,events,3735.49,training course
1523,2023-07-09,Marketing,events,135.13,job board
1524,2024-09-14,Engineering,travel,49.35,training course
1525,2023-11-09,Engineering,training,849.06,client dinner
1526,2024-09-21,Engineering,software,1102.02,cloud overage
1527,2024-09-07,Support,events,1103.43,client dinner
1528,2024-02-27,Marketing,travel,2687.77,laptop
1529,2024-12-31,Marketing,cloud,2745.85,laptop
1530,2024-02-18,Support,travel,1596.69,team offsite
1531,2024-07-06,Product,recruiting,3220.45,job board
1532,2023-10-03,Sales,recruiting,1330.3,team offsite
1533,2024-08-03,Sales,events,2870.0,laptop
1534,2023-11-30,Operations,events,3917.5,laptop
1535,2024-03-02,Sales,recruiting,3478.61,team offsite
1536,2024-05-15,Finance,recruiting,2244.38,training course
1537,2024-04-07,Operations,software,2791.27,laptop
1538,2024-10-19,Engineering,office,45.37,job board
1539,2023-10-19,Sales,travel,467.95,laptop
1540,2024-11-26,Sales,recruiting,2100.57,job board
1541,2023-11-25,People,recruiting,2743.66,conference travel
1542,2024-06-05,Marketing,training,2292.23,laptop
1543,2024-07-27,Support,recruiting,3014.55,job board
1544,2023-09-19,Support,software,1026.02,training course
1545,2024-06-07,Support,cloud,43.83,training course
1546,2023-09-27,Support,software,526.78,conference travel
1547,2024-02-05,Sales,recruiting,1349.98,team offsite
1548,2024-12-24,Operations,events,3265.88,conference travel
1549,2024-08-08,Operations,training,3320.95,training course
1550,2024-10-13,People,travel,1852.17,conference travel
1551,2024-08-21,People,recruiting,2219.09,team offsite
1552,2024-06-15,Finance,recruiting,316.89,job board
1553,2023-07-05,Support,recruiting,1794.52,client dinner
1554,2023-07-13,Operations,training,1103.49,cloud overage
1555,2024-09-20,Marketing,cloud,2065.22,client dinner
1556,2024-06-26,Marketing,software,1040.95,client dinner
1557,2023-08-19,Engineering,events,3715.54,client dinner
1558,2024-12-30,Finance,office,2909.82,team offsite
1559,2024-08-18,Engineering,events,1913.46,training course
1560,2023-09-03,People,software,3708.29,conference travel
1561,2023-12-12,Engineering,training,3523.6,laptop
1562,2023-10-07,People,recruiting,590.12,laptop
1563,2024-11-01,Support,recruiting,2321.44,laptop
1564,2024-01-18,People,office,1738.43,cloud overage
1565,2024-12-19,Support,office,1559.12,conference travel
1566,2023-07-10,Finance,recruiting,829.36,job board
1567,2024-06-09,Support,software,2877.59,conference travel
1568,2023-07-07,Sales,events,387.73,client dinner
1569,2024-11-08,Operations,software,2055.01,team offsite
1570,2023-09-15,Support,cloud,1679.0,laptop
1571,2024-03-07,Finance,cloud,867.13,client dinner
1572,2023-09-08,People,software,2173.04,job board
1573,2024-05-02,Sales,software,1532.83,conference travel
1574,2024-04-20,Sales,cloud,441.0,conference travel
1575,2023-10-22,Product,office,3015.66,job board
1576,2024-05-25,Finance,office,1819.36,conference travel
1577,2024-07-30,Engineering,recruiting,1459.62,job board
1578,2023-07-10,Finance,travel,3403.1,cloud overage
1579,2024-03-14,Product,events,2308.62,cloud overage
1580,2024-02-20,Sales,cloud,3729.18,laptop
1581,2023-08-17,People,recruiting,1819.0,laptop
1582,2024-03-04,Product,travel,53.72,conference travel
1583,2023-08-12,People,office,241.39,laptop
1584,2024-03-28,Support,software,492.71,cloud overage
1585,2023-07-13,Engineering,office,518.99,laptop
1586,2023-12-13,Product,software,1550.13,conference travel
1587,2023-09-06,Sales,cloud,3133.63,team offsite
1588,2024-08-03,Support,software,2465.12,team offsite
1589,2024-12-09,Finance,recruiting,3389.32,client dinner
1590,2024-07-09,Support,office,3057.34,conference travel
1591,2023-09-28,Operations,events,555.13,training course
1592,2024-09-01,Support,events,1968.27,cloud overage
1593,2023-07-08,Sales,events,337.12,team offsite
1594,2024-07-26,Finance,travel,2848.66,training course
1595,2023-12-12,Operations,software,3319.8,conference travel
1596,2024-05-10,Product,events,2213.46,training course
1597,2023-12-08,Engineering,office,432.71,laptop
1598,2024-09-09,Finance,software,3880.32,cloud overage
1599,2024-12-27,Support,cloud,1041.64,conference travel
1600,2023-09-24,Support,events,3139.81,training course
1601,2023-11-19,Product,travel,1329.04,job board
1602,2023-08-20,Finance,training,2002.96,team offsite
1603,2023-07-02,Sales,software,400.68,laptop
1604,2024-10-16,Product,travel,2291.71,team offsite
1605,2023-09-22,Marketing,office,3351.42,laptop
1606,2024-03-04,Support,software,145.8,team offsite
1607,2024-02-18,Operations,recruiting,37.52,team offsite
1608,2024-06-11,Product,training,2460.22,cloud overage
1609,2024-03-23,People,office,1143.42,training course
1610,2023-12-22,Product,recruiting,1142.73,client dinner
1611,2024-04-25,Product,training,521.12,laptop
1612,2024-10-31,Finance,software,1965.33,conference travel
1613,2024-08-27,People,cloud,2776.85,training course
1614,2023-08-21,Operations,cloud,543.67,cloud overage
1615,2023-10-18,Finance,office,2291.36,team offsite
1616,2023-09-18,Engineering,software,2144.66,team offsite
1617,2023-12-19,Product,office,351.17,cloud overage
1618,2024-02-21,Support,training,1535.91,client dinner
1619,2024-03-15,People,recruiting,1060.29,cloud overage
1620,2024-08-24,Product,travel,1010.94,cloud overage
1621,2024-09-08,Marketing,training,3449.62,cloud overage
1622,2024-01-05,Product,cloud,1353.82,laptop
1623,2024-03-29,Sales,office,1351.71,team offsite
1624,2023-10-29,Engineering,training,3832.48,cloud overage
1625,2023-07-09,Product,recruiting,3498.92,laptop
1626,2023-12-10,Support,office,878.21,job board
1627,2024-03-24,Support,training,3430.86,team offsite
1628,2024-04-25,People,training,2457.76,laptop
1629,2024-05-09,People,software,3893.34,job board
1630,2024-01-08,Sales,travel,2380.13,conference travel
1631,2023-08-08,Engineering,recruiting,3661.08,training course
1632,2024-04-04,Sales,training,1961.22,job board
1633,2024-06-01,Support,cloud,2961.77,team offsite
1634,2023-08-21,Support,events,1947.63,laptop
1635,2023-07-29,Marketing,recruiting,2960.66,job board
1636,2024-03-30,Sales,recruiting,566.61,conference travel
1637,2024-02-03,Sales,training,2522.18,team offsite
1638,2024-05-16,Engineering,events,2168.63,training course
1639,2024-07-09,Engineering,office,2471.15,training course
1640,2024-09-24,Marketing,software,1154.64,conference travel
1641,2024-03-26,Sales,events,1877.89,laptop
1642,2023-10-11,Sales,office,851.24,job board
1643,2023-08-02,Engineering,training,2105.95,laptop
1644,2023-11-16,Product,cloud,2530.97,client dinner
1645,2023-09-10,Product,travel,943.5,laptop
1646,2023-09-29,Engineering,cloud,561.56,conference travel
1647,2023-09-09,People,events,748.94,conference travel
1648,2024-04-08,People,training,343.67,team offsite
1649,2024-07-12,Engineering,training,484.69,laptop
1650,2024-06-14,Sales,office,610.63,job board
1651,2024-12-08,Engineering,software,2786.37,team offsite
1652,2023-11-09,Support,office,2655.73,team offsite
1653,2023-12-29,Engineering,software,2752.88,laptop
1654,2024-09-26,Sales,travel,3286.22,team offsite
1655,2024-03-01,Product,events,2783.37,training course
1656,2023-09-30,Operations,office,1467.25,team offsite
1657,2024-02-06,Marketing,cloud,1950.48,cloud overage
1658,2023-09-20,Sales,software,1981.83,cloud overage
1659,2024-09-23,Product,cloud,2781.89,client dinner
1660,2024-10-26,Sales,training,3968.99,cloud overage
1661,2024-01-07,Support,cloud,2087.31,job board
1662,2023-09-28,Engineering,events,3768.32,laptop
1663,2023-09-07,Marketing,recruiting,2572.12,laptop
